date,article,quantity_sold,average_unit_price_eur,transaction_lines
2021-11-28,GD FAR BRETON,2.0,7.0,2
2021-12-12,GD FAR BRETON,2.0,7.0,2
2021-12-13,GD FAR BRETON,2.0,7.0,2
2021-12-16,GD FAR BRETON,1.0,7.0,1
2021-12-22,GD FAR BRETON,1.0,7.0,1
2021-12-24,GD FAR BRETON,2.0,7.0,2
2021-12-25,GD FAR BRETON,2.0,7.0,1
2021-12-27,GD FAR BRETON,1.0,7.0,1
2021-12-28,GD FAR BRETON,2.0,7.0,2
2022-01-09,GD FAR BRETON,1.0,7.0,1
2022-01-11,GD FAR BRETON,1.0,7.0,1
2022-01-21,GD FAR BRETON,2.0,7.0,2
2022-01-23,GD FAR BRETON,2.0,7.0,2
2022-02-03,GD FAR BRETON,1.0,7.0,1
2022-02-10,GD FAR BRETON,2.0,7.5,2
2022-02-11,GD FAR BRETON,1.0,7.5,1
2022-02-24,GD FAR BRETON,2.0,7.5,2
2022-03-01,GD FAR BRETON,1.0,7.5,1
2022-03-18,GD FAR BRETON,1.0,7.5,1
2022-03-25,GD FAR BRETON,1.0,7.5,1
2022-03-31,GD FAR BRETON,1.0,7.5,1
2022-04-01,GD FAR BRETON,2.0,7.5,2
2022-04-11,GD FAR BRETON,1.0,0.0,1
2022-04-14,GD FAR BRETON,2.0,7.5,2
2022-04-15,GD FAR BRETON,2.0,7.5,1
2022-04-16,GD FAR BRETON,2.0,7.5,2
2022-04-17,GD FAR BRETON,4.0,7.5,4
2022-04-21,GD FAR BRETON,2.0,7.5,2
2022-04-22,GD FAR BRETON,6.0,7.5,6
2022-04-23,GD FAR BRETON,1.0,0.0,1
2022-04-29,GD FAR BRETON,1.0,7.5,1
2022-04-30,GD FAR BRETON,4.0,7.5,3
2022-05-01,GD FAR BRETON,4.0,7.5,4
2022-05-05,GD FAR BRETON,1.0,7.5,1
2022-05-09,GD FAR BRETON,3.0,7.5,2
2022-05-10,GD FAR BRETON,1.0,7.5,1
2022-05-26,GD FAR BRETON,4.0,7.5,4
2022-05-27,GD FAR BRETON,1.0,7.5,1
2022-05-28,GD FAR BRETON,3.0,7.5,3
2022-05-29,GD FAR BRETON,8.0,7.5,6
2022-05-31,GD FAR BRETON,2.0,7.5,2
2022-06-07,GD FAR BRETON,1.0,7.5,1
2022-06-08,GD FAR BRETON,1.0,7.5,1
2022-06-13,GD FAR BRETON,3.0,7.5,3
2022-06-14,GD FAR BRETON,3.0,7.5,2
2022-06-20,GD FAR BRETON,1.0,7.5,1
2022-06-21,GD FAR BRETON,1.0,7.5,1
2022-07-02,GD FAR BRETON,1.0,0.0,1
2022-07-18,GD FAR BRETON,4.0,7.5,4
2022-07-21,GD FAR BRETON,3.0,7.5,3
2022-07-25,GD FAR BRETON,4.0,7.5,4
2022-07-26,GD FAR BRETON,4.0,7.5,2
2022-07-27,GD FAR BRETON,4.0,7.5,4
2022-08-01,GD FAR BRETON,6.0,7.5,6
2022-08-02,GD FAR BRETON,4.0,7.5,3
2022-08-03,GD FAR BRETON,2.0,7.5,1
2022-08-16,GD FAR BRETON,6.0,7.5,4
2022-08-17,GD FAR BRETON,2.0,7.5,2
2022-08-22,GD FAR BRETON,5.0,7.5,5
2022-08-23,GD FAR BRETON,3.0,7.5,1
2022-08-29,GD FAR BRETON,3.0,7.5,2
2022-08-30,GD FAR BRETON,2.0,7.5,2
2022-09-05,GD FAR BRETON,2.0,7.5,2
2022-09-06,GD FAR BRETON,1.0,7.5,1
2022-09-12,GD FAR BRETON,1.0,7.5,1
2022-09-20,GD FAR BRETON,1.0,7.5,1
2022-09-26,GD FAR BRETON,1.0,7.5,1
2022-09-27,GD FAR BRETON,3.0,7.5,3
2021-01-02,GD KOUIGN AMANN,2.0,7.5,2
2021-01-03,GD KOUIGN AMANN,4.0,7.5,3
2021-01-04,GD KOUIGN AMANN,2.0,7.5,2
2021-01-17,GD KOUIGN AMANN,1.0,7.5,1
2021-01-23,GD KOUIGN AMANN,1.0,7.5,1
2021-01-24,GD KOUIGN AMANN,1.0,7.5,1
2021-01-31,GD KOUIGN AMANN,5.0,7.5,2
2021-02-05,GD KOUIGN AMANN,1.0,7.5,1
2021-02-07,GD KOUIGN AMANN,1.0,7.5,1
2021-02-12,GD KOUIGN AMANN,2.0,7.5,1
2021-02-14,GD KOUIGN AMANN,1.0,7.5,1
2021-02-15,GD KOUIGN AMANN,1.0,7.5,1
2021-02-16,GD KOUIGN AMANN,2.0,7.5,1
2021-02-18,GD KOUIGN AMANN,1.0,7.5,1
2021-02-19,GD KOUIGN AMANN,1.0,7.5,1
2021-02-20,GD KOUIGN AMANN,2.0,7.5,1
2021-02-21,GD KOUIGN AMANN,3.0,7.5,3
2021-02-22,GD KOUIGN AMANN,1.0,7.5,1
2021-02-25,GD KOUIGN AMANN,2.0,7.5,1
2021-02-26,GD KOUIGN AMANN,4.0,7.5,1
2021-02-27,GD KOUIGN AMANN,5.0,7.5,5
2021-02-28,GD KOUIGN AMANN,4.0,7.5,4
2021-03-01,GD KOUIGN AMANN,1.0,7.5,1
2021-03-02,GD KOUIGN AMANN,1.0,7.5,1
2021-03-04,GD KOUIGN AMANN,1.0,7.5,1
2021-03-05,GD KOUIGN AMANN,1.0,7.5,1
2021-03-06,GD KOUIGN AMANN,5.0,7.5,3
2021-03-07,GD KOUIGN AMANN,3.0,7.5,3
2021-03-12,GD KOUIGN AMANN,1.0,7.5,1
2021-03-13,GD KOUIGN AMANN,5.0,7.5,3
2021-03-14,GD KOUIGN AMANN,3.0,7.5,3
2021-03-20,GD KOUIGN AMANN,2.0,7.5,2
2021-03-21,GD KOUIGN AMANN,1.0,7.5,1
2021-03-22,GD KOUIGN AMANN,1.0,7.5,1
2021-03-23,GD KOUIGN AMANN,1.0,7.5,1
2021-03-27,GD KOUIGN AMANN,1.0,7.5,1
2021-03-28,GD KOUIGN AMANN,3.0,7.5,2
2021-03-30,GD KOUIGN AMANN,1.0,7.5,1
2021-04-03,GD KOUIGN AMANN,7.0,7.5,6
2021-04-04,GD KOUIGN AMANN,7.0,7.5,7
2021-04-05,GD KOUIGN AMANN,2.0,7.5,2
2021-04-06,GD KOUIGN AMANN,3.0,7.5,2
2021-04-08,GD KOUIGN AMANN,1.0,7.5,1
2021-04-10,GD KOUIGN AMANN,1.0,7.5,1
2021-04-11,GD KOUIGN AMANN,2.0,7.5,2
2021-04-12,GD KOUIGN AMANN,2.0,7.5,2
2021-04-13,GD KOUIGN AMANN,1.0,7.5,1
2021-04-14,GD KOUIGN AMANN,1.0,7.5,1
2021-04-16,GD KOUIGN AMANN,1.0,7.5,1
2021-04-17,GD KOUIGN AMANN,3.0,7.5,2
2021-04-18,GD KOUIGN AMANN,4.0,7.5,4
2021-04-20,GD KOUIGN AMANN,1.0,7.5,1
2021-04-26,GD KOUIGN AMANN,1.0,7.5,1
2021-04-30,GD KOUIGN AMANN,2.0,7.5,2
2021-05-01,GD KOUIGN AMANN,2.0,7.5,1
2021-05-02,GD KOUIGN AMANN,3.0,7.5,3
2021-05-07,GD KOUIGN AMANN,2.0,7.5,2
2021-05-08,GD KOUIGN AMANN,2.0,7.5,2
2021-05-09,GD KOUIGN AMANN,3.0,7.5,3
2021-05-10,GD KOUIGN AMANN,1.0,7.5,1
2021-05-12,GD KOUIGN AMANN,4.0,7.5,4
2021-05-13,GD KOUIGN AMANN,6.0,7.5,4
2021-05-14,GD KOUIGN AMANN,8.0,7.5,6
2021-05-15,GD KOUIGN AMANN,14.0,7.5,10
2021-05-16,GD KOUIGN AMANN,8.0,7.5,6
2021-05-21,GD KOUIGN AMANN,2.0,7.5,1
2021-05-22,GD KOUIGN AMANN,2.0,7.5,2
2021-05-23,GD KOUIGN AMANN,11.0,7.5,8
2021-05-24,GD KOUIGN AMANN,6.0,7.5,3
2021-05-27,GD KOUIGN AMANN,1.0,7.5,1
2021-05-28,GD KOUIGN AMANN,1.0,7.5,1
2021-05-29,GD KOUIGN AMANN,1.0,7.5,1
2021-05-30,GD KOUIGN AMANN,1.0,7.5,1
2021-05-31,GD KOUIGN AMANN,2.0,7.5,2
2021-06-01,GD KOUIGN AMANN,2.0,7.5,2
2021-06-05,GD KOUIGN AMANN,1.0,7.5,1
2021-06-06,GD KOUIGN AMANN,2.0,7.5,2
2021-06-07,GD KOUIGN AMANN,1.0,7.5,1
2021-06-08,GD KOUIGN AMANN,2.0,7.5,2
2021-06-09,GD KOUIGN AMANN,2.0,7.5,2
2021-06-12,GD KOUIGN AMANN,2.0,7.5,2
2021-06-13,GD KOUIGN AMANN,3.0,7.5,3
2021-06-20,GD KOUIGN AMANN,2.0,7.5,2
2021-06-24,GD KOUIGN AMANN,2.0,7.5,2
2021-06-25,GD KOUIGN AMANN,1.0,7.5,1
2021-06-26,GD KOUIGN AMANN,3.0,7.5,3
2021-06-27,GD KOUIGN AMANN,1.0,7.5,1
2021-07-02,GD KOUIGN AMANN,2.0,7.5,1
2021-07-03,GD KOUIGN AMANN,5.0,7.5,3
2021-07-04,GD KOUIGN AMANN,4.0,7.5,4
2021-07-07,GD KOUIGN AMANN,4.0,7.5,3
2021-07-09,GD KOUIGN AMANN,2.0,7.5,2
2021-07-10,GD KOUIGN AMANN,6.0,7.5,4
2021-07-11,GD KOUIGN AMANN,7.0,7.5,7
2021-07-12,GD KOUIGN AMANN,1.0,7.5,1
2021-07-13,GD KOUIGN AMANN,4.0,7.5,4
2021-07-14,GD KOUIGN AMANN,9.0,7.5,9
2021-07-15,GD KOUIGN AMANN,7.0,7.5,7
2021-07-16,GD KOUIGN AMANN,1.0,7.5,1
2021-07-17,GD KOUIGN AMANN,12.0,7.5,8
2021-07-18,GD KOUIGN AMANN,8.0,7.5,6
2021-07-19,GD KOUIGN AMANN,2.0,7.5,2
2021-07-20,GD KOUIGN AMANN,4.0,7.5,4
2021-07-21,GD KOUIGN AMANN,2.0,7.5,2
2021-07-23,GD KOUIGN AMANN,3.0,7.5,3
2021-07-24,GD KOUIGN AMANN,7.0,7.5,4
2021-07-25,GD KOUIGN AMANN,7.0,7.5,6
2021-07-26,GD KOUIGN AMANN,4.0,7.5,3
2021-07-27,GD KOUIGN AMANN,4.0,7.5,4
2021-07-28,GD KOUIGN AMANN,6.0,7.5,6
2021-07-29,GD KOUIGN AMANN,8.0,7.5,7
2021-07-30,GD KOUIGN AMANN,10.0,7.5,6
2021-07-31,GD KOUIGN AMANN,15.0,7.5,7
2021-08-01,GD KOUIGN AMANN,10.0,7.5,7
2021-08-02,GD KOUIGN AMANN,4.0,7.5,3
2021-08-03,GD KOUIGN AMANN,5.0,7.5,5
2021-08-04,GD KOUIGN AMANN,5.0,7.5,4
2021-08-05,GD KOUIGN AMANN,6.0,7.5,5
2021-08-06,GD KOUIGN AMANN,3.0,7.5,3
2021-08-07,GD KOUIGN AMANN,7.0,7.5,6
2021-08-08,GD KOUIGN AMANN,10.0,7.5,8
2021-08-09,GD KOUIGN AMANN,8.0,7.5,6
2021-08-10,GD KOUIGN AMANN,6.0,7.5,5
2021-08-11,GD KOUIGN AMANN,5.0,7.5,3
2021-08-12,GD KOUIGN AMANN,8.0,7.5,5
2021-08-13,GD KOUIGN AMANN,1.0,7.5,1
2021-08-14,GD KOUIGN AMANN,4.0,7.5,3
2021-08-15,GD KOUIGN AMANN,13.0,7.5,7
2021-08-16,GD KOUIGN AMANN,2.0,7.5,2
2021-08-17,GD KOUIGN AMANN,3.0,7.5,2
2021-08-18,GD KOUIGN AMANN,2.0,7.5,2
2021-08-19,GD KOUIGN AMANN,1.0,7.5,1
2021-08-20,GD KOUIGN AMANN,2.0,7.5,2
2021-08-21,GD KOUIGN AMANN,6.0,7.5,5
2021-08-22,GD KOUIGN AMANN,6.0,7.5,4
2021-08-23,GD KOUIGN AMANN,4.0,7.5,3
2021-08-24,GD KOUIGN AMANN,5.0,7.5,3
2021-08-25,GD KOUIGN AMANN,4.0,7.5,3
2021-08-26,GD KOUIGN AMANN,3.0,7.5,3
2021-08-27,GD KOUIGN AMANN,5.0,7.5,5
2021-08-28,GD KOUIGN AMANN,3.0,7.5,3
2021-08-29,GD KOUIGN AMANN,1.0,7.5,1
2021-08-30,GD KOUIGN AMANN,2.0,7.5,2
2021-08-31,GD KOUIGN AMANN,1.0,7.5,1
2021-09-03,GD KOUIGN AMANN,1.0,7.5,1
2021-09-05,GD KOUIGN AMANN,4.0,7.5,4
2021-09-10,GD KOUIGN AMANN,1.0,7.5,1
2021-09-12,GD KOUIGN AMANN,3.0,7.5,2
2021-09-17,GD KOUIGN AMANN,1.0,7.5,1
2021-09-18,GD KOUIGN AMANN,1.0,7.5,1
2021-09-20,GD KOUIGN AMANN,1.0,7.5,1
2021-09-22,GD KOUIGN AMANN,2.0,7.5,1
2021-09-24,GD KOUIGN AMANN,2.0,7.5,2
2021-09-25,GD KOUIGN AMANN,1.0,7.5,1
2021-09-26,GD KOUIGN AMANN,1.0,7.5,1
2021-09-30,GD KOUIGN AMANN,1.0,7.5,1
2021-10-01,GD KOUIGN AMANN,2.0,7.5,2
2021-10-03,GD KOUIGN AMANN,2.0,7.5,1
2021-10-08,GD KOUIGN AMANN,1.0,7.5,1
2021-10-09,GD KOUIGN AMANN,2.0,7.5,2
2021-10-10,GD KOUIGN AMANN,2.0,7.5,2
2021-10-15,GD KOUIGN AMANN,1.0,7.5,1
2021-10-21,GD KOUIGN AMANN,1.0,7.5,1
2021-10-23,GD KOUIGN AMANN,1.0,7.5,1
2021-10-24,GD KOUIGN AMANN,5.0,7.5,3
2021-10-26,GD KOUIGN AMANN,1.0,7.5,1
2021-10-29,GD KOUIGN AMANN,2.0,7.5,2
2021-10-30,GD KOUIGN AMANN,4.0,7.5,3
2021-10-31,GD KOUIGN AMANN,3.0,7.5,3
2021-11-01,GD KOUIGN AMANN,5.0,7.5,4
2021-11-02,GD KOUIGN AMANN,2.0,7.5,1
2021-11-03,GD KOUIGN AMANN,2.0,7.5,2
2021-11-04,GD KOUIGN AMANN,1.0,7.5,1
2021-11-05,GD KOUIGN AMANN,2.0,7.5,2
2021-11-07,GD KOUIGN AMANN,2.0,7.5,2
2021-11-09,GD KOUIGN AMANN,1.0,7.5,1
2021-11-12,GD KOUIGN AMANN,2.0,7.5,2
2021-11-20,GD KOUIGN AMANN,1.0,7.5,1
2021-11-28,GD KOUIGN AMANN,1.0,7.5,1
2021-12-04,GD KOUIGN AMANN,1.0,7.5,1
2021-12-11,GD KOUIGN AMANN,1.0,7.5,1
2021-12-17,GD KOUIGN AMANN,1.0,7.5,1
2021-12-18,GD KOUIGN AMANN,1.0,7.5,1
2021-12-19,GD KOUIGN AMANN,1.0,7.5,1
2021-12-28,GD KOUIGN AMANN,1.0,7.5,1
2021-12-31,GD KOUIGN AMANN,1.0,7.5,1
2022-01-23,GD KOUIGN AMANN,1.0,7.5,1
2022-01-29,GD KOUIGN AMANN,2.0,7.5,1
2022-01-30,GD KOUIGN AMANN,2.0,7.5,2
2022-02-05,GD KOUIGN AMANN,1.0,7.5,1
2022-02-12,GD KOUIGN AMANN,1.0,8.0,1
2022-02-13,GD KOUIGN AMANN,1.0,8.0,1
2022-02-14,GD KOUIGN AMANN,1.0,8.0,1
2022-02-15,GD KOUIGN AMANN,1.0,8.0,1
2022-02-18,GD KOUIGN AMANN,1.0,8.0,1
2022-02-19,GD KOUIGN AMANN,2.0,8.0,1
2022-02-26,GD KOUIGN AMANN,3.0,8.0,3
2022-02-27,GD KOUIGN AMANN,2.0,8.0,2
2022-03-01,GD KOUIGN AMANN,1.0,8.0,1
2022-03-05,GD KOUIGN AMANN,1.0,8.0,1
2022-03-06,GD KOUIGN AMANN,2.0,8.0,1
2022-03-21,GD KOUIGN AMANN,1.0,8.0,1
2022-03-26,GD KOUIGN AMANN,1.0,8.0,1
2022-03-27,GD KOUIGN AMANN,3.0,8.0,3
2022-04-01,GD KOUIGN AMANN,1.0,8.0,1
2022-04-09,GD KOUIGN AMANN,2.0,8.0,1
2022-04-11,GD KOUIGN AMANN,1.0,8.0,1
2022-04-14,GD KOUIGN AMANN,1.0,8.0,1
2022-04-16,GD KOUIGN AMANN,3.0,8.0,2
2022-04-17,GD KOUIGN AMANN,3.0,8.0,3
2022-04-18,GD KOUIGN AMANN,3.0,8.0,3
2022-04-20,GD KOUIGN AMANN,2.0,8.0,2
2022-04-21,GD KOUIGN AMANN,3.0,8.0,2
2022-04-22,GD KOUIGN AMANN,4.0,8.0,3
2022-04-24,GD KOUIGN AMANN,2.0,8.0,2
2022-04-26,GD KOUIGN AMANN,2.0,8.0,1
2022-04-28,GD KOUIGN AMANN,1.0,8.0,1
2022-04-30,GD KOUIGN AMANN,4.0,8.0,4
2022-05-01,GD KOUIGN AMANN,7.0,8.0,5
2022-05-02,GD KOUIGN AMANN,1.0,8.0,1
2022-05-03,GD KOUIGN AMANN,1.0,8.0,1
2022-05-07,GD KOUIGN AMANN,3.0,8.0,3
2022-05-09,GD KOUIGN AMANN,1.0,8.0,1
2022-05-13,GD KOUIGN AMANN,3.0,8.0,2
2022-05-14,GD KOUIGN AMANN,1.0,8.0,1
2022-05-15,GD KOUIGN AMANN,2.0,8.0,1
2022-05-18,GD KOUIGN AMANN,1.0,8.0,1
2022-05-20,GD KOUIGN AMANN,1.0,8.0,1
2022-05-25,GD KOUIGN AMANN,2.0,8.0,2
2022-05-26,GD KOUIGN AMANN,6.0,8.0,5
2022-05-28,GD KOUIGN AMANN,10.0,8.0,8
2022-05-29,GD KOUIGN AMANN,7.0,8.0,5
2022-06-03,GD KOUIGN AMANN,2.0,8.0,1
2022-06-04,GD KOUIGN AMANN,7.0,8.0,5
2022-06-05,GD KOUIGN AMANN,5.0,8.0,3
2022-06-06,GD KOUIGN AMANN,10.0,8.0,7
2022-06-11,GD KOUIGN AMANN,8.0,8.0,4
2022-06-12,GD KOUIGN AMANN,3.0,8.0,2
2022-06-18,GD KOUIGN AMANN,2.0,8.0,2
2022-06-19,GD KOUIGN AMANN,4.0,8.0,3
2022-06-24,GD KOUIGN AMANN,1.0,8.0,1
2022-06-25,GD KOUIGN AMANN,2.0,8.0,2
2022-06-26,GD KOUIGN AMANN,2.0,8.0,2
2022-07-01,GD KOUIGN AMANN,1.0,9.0,1
2022-07-03,GD KOUIGN AMANN,2.0,9.0,2
2022-07-07,GD KOUIGN AMANN,1.0,9.0,1
2022-07-08,GD KOUIGN AMANN,1.0,9.0,1
2022-07-09,GD KOUIGN AMANN,5.0,9.0,4
2022-07-10,GD KOUIGN AMANN,2.0,9.0,2
2022-07-11,GD KOUIGN AMANN,2.0,9.0,2
2022-07-13,GD KOUIGN AMANN,1.0,9.0,1
2022-07-14,GD KOUIGN AMANN,3.0,9.0,3
2022-07-15,GD KOUIGN AMANN,5.0,9.0,3
2022-07-16,GD KOUIGN AMANN,5.0,9.0,5
2022-07-17,GD KOUIGN AMANN,8.0,9.0,6
2022-07-18,GD KOUIGN AMANN,3.0,9.0,3
2022-07-19,GD KOUIGN AMANN,5.0,9.0,4
2022-07-20,GD KOUIGN AMANN,2.0,9.0,1
2022-07-21,GD KOUIGN AMANN,1.0,9.0,1
2022-07-23,GD KOUIGN AMANN,8.0,9.0,7
2022-07-24,GD KOUIGN AMANN,9.0,9.0,8
2022-07-25,GD KOUIGN AMANN,5.0,9.0,4
2022-07-26,GD KOUIGN AMANN,2.0,9.0,2
2022-07-27,GD KOUIGN AMANN,4.0,9.0,4
2022-07-28,GD KOUIGN AMANN,4.0,9.0,3
2022-07-29,GD KOUIGN AMANN,1.0,9.0,1
2022-07-30,GD KOUIGN AMANN,3.0,9.0,2
2022-07-31,GD KOUIGN AMANN,4.0,9.0,3
2022-08-01,GD KOUIGN AMANN,4.0,9.0,3
2022-08-02,GD KOUIGN AMANN,4.0,9.0,3
2022-08-03,GD KOUIGN AMANN,3.0,9.0,3
2022-08-04,GD KOUIGN AMANN,4.0,9.0,4
2022-08-05,GD KOUIGN AMANN,8.0,9.0,5
2022-08-06,GD KOUIGN AMANN,6.0,9.0,6
2022-08-07,GD KOUIGN AMANN,9.0,9.0,8
2022-08-08,GD KOUIGN AMANN,2.0,9.0,2
2022-08-09,GD KOUIGN AMANN,4.0,9.0,4
2022-08-10,GD KOUIGN AMANN,3.0,9.0,3
2022-08-11,GD KOUIGN AMANN,10.0,9.0,7
2022-08-12,GD KOUIGN AMANN,7.0,9.0,6
2022-08-13,GD KOUIGN AMANN,4.0,9.0,3
2022-08-14,GD KOUIGN AMANN,17.0,9.0,11
2022-08-15,GD KOUIGN AMANN,7.0,9.0,6
2022-08-16,GD KOUIGN AMANN,3.0,9.0,3
2022-08-17,GD KOUIGN AMANN,7.0,9.0,5
2022-08-18,GD KOUIGN AMANN,6.0,9.0,3
2022-08-19,GD KOUIGN AMANN,6.0,9.0,5
2022-08-20,GD KOUIGN AMANN,7.0,9.0,6
2022-08-21,GD KOUIGN AMANN,11.0,9.0,8
2022-08-22,GD KOUIGN AMANN,6.0,9.0,5
2022-08-23,GD KOUIGN AMANN,6.0,9.0,4
2022-08-24,GD KOUIGN AMANN,2.0,9.0,2
2022-08-25,GD KOUIGN AMANN,6.0,9.0,5
2022-08-27,GD KOUIGN AMANN,6.0,9.0,4
2022-08-28,GD KOUIGN AMANN,6.0,9.0,5
2022-08-30,GD KOUIGN AMANN,2.0,9.0,1
2022-08-31,GD KOUIGN AMANN,1.0,9.0,1
2022-09-02,GD KOUIGN AMANN,1.0,9.0,1
2022-09-03,GD KOUIGN AMANN,1.0,9.0,1
2022-09-04,GD KOUIGN AMANN,1.0,9.0,1
2022-09-06,GD KOUIGN AMANN,2.0,9.0,2
2022-09-11,GD KOUIGN AMANN,3.0,9.0,3
2022-09-12,GD KOUIGN AMANN,2.0,9.0,2
2022-09-16,GD KOUIGN AMANN,2.0,9.0,2
2022-09-17,GD KOUIGN AMANN,4.0,9.0,2
2022-09-18,GD KOUIGN AMANN,5.0,9.0,4
2022-09-23,GD KOUIGN AMANN,3.0,9.0,3
2022-09-24,GD KOUIGN AMANN,5.0,9.0,3
2022-09-25,GD KOUIGN AMANN,2.0,9.0,2
2021-07-31,GD NANTAIS,13.0,11.0,3
2021-08-01,GD NANTAIS,1.0,11.0,1
2021-08-04,GD NANTAIS,6.0,11.0,5
2021-08-05,GD NANTAIS,2.0,11.0,2
2021-08-08,GD NANTAIS,4.0,11.0,4
2021-08-09,GD NANTAIS,2.0,11.0,2
2021-08-12,GD NANTAIS,1.0,11.0,1
2021-08-13,GD NANTAIS,2.0,11.0,2
2021-08-14,GD NANTAIS,4.0,11.0,2
2021-08-15,GD NANTAIS,3.0,11.0,3
2021-08-17,GD NANTAIS,4.0,11.0,2
2021-08-18,GD NANTAIS,2.0,11.0,2
2021-08-19,GD NANTAIS,1.0,11.0,1
2021-08-21,GD NANTAIS,1.0,11.0,1
2021-08-22,GD NANTAIS,1.0,11.0,1
2021-08-23,GD NANTAIS,1.0,11.0,1
2021-08-25,GD NANTAIS,1.0,11.0,1
2021-08-26,GD NANTAIS,1.0,11.0,1
2021-08-27,GD NANTAIS,4.0,11.0,4
2021-08-28,GD NANTAIS,1.0,11.0,1
2021-08-29,GD NANTAIS,4.0,11.0,4
2021-08-30,GD NANTAIS,1.0,11.0,1
2021-09-12,GD NANTAIS,3.0,11.0,3
2021-09-19,GD NANTAIS,1.0,11.0,1
2021-09-24,GD NANTAIS,1.0,11.0,1
2021-09-26,GD NANTAIS,1.0,11.0,1
2021-09-27,GD NANTAIS,2.0,11.0,1
2021-09-29,GD NANTAIS,1.0,11.0,1
2021-10-06,GD NANTAIS,1.0,11.0,1
2021-10-10,GD NANTAIS,1.0,11.0,1
2021-10-17,GD NANTAIS,1.0,11.0,1
2021-10-21,GD NANTAIS,1.0,11.0,1
2021-10-26,GD NANTAIS,1.0,11.0,1
2021-10-27,GD NANTAIS,1.0,11.0,1
2021-10-31,GD NANTAIS,1.0,11.0,1
2021-11-01,GD NANTAIS,3.0,11.0,1
2021-11-05,GD NANTAIS,2.0,11.0,2
2021-11-06,GD NANTAIS,1.0,11.0,1
2021-11-11,GD NANTAIS,1.0,11.0,1
2021-11-12,GD NANTAIS,1.0,11.0,1
2021-11-13,GD NANTAIS,1.0,11.0,1
2021-11-14,GD NANTAIS,1.0,11.0,1
2021-11-18,GD NANTAIS,1.0,11.0,1
2021-11-20,GD NANTAIS,4.0,11.0,3
2021-11-28,GD NANTAIS,1.0,11.0,1
2021-12-19,GD NANTAIS,1.0,11.0,1
2021-12-20,GD NANTAIS,1.0,11.0,1
2021-12-21,GD NANTAIS,2.0,11.0,1
2021-12-23,GD NANTAIS,1.0,11.0,1
2021-12-24,GD NANTAIS,3.0,11.0,2
2021-12-26,GD NANTAIS,1.0,11.0,1
2022-04-29,GD NANTAIS,1.0,12.0,1
2022-04-30,GD NANTAIS,1.0,12.0,1
2022-05-11,GD NANTAIS,1.0,12.0,1
2022-05-13,GD NANTAIS,2.0,12.0,2
2022-05-14,GD NANTAIS,1.0,12.0,1
2022-07-07,GD NANTAIS,1.0,12.0,1
2022-07-11,GD NANTAIS,1.0,14.0,1
2021-12-24,GD PLATEAU SALE,1.0,18.0,1
2021-12-25,GD PLATEAU SALE,1.0,18.0,1
2021-01-02,GRAND FAR BRETON,6.0,7.0,5
2021-01-03,GRAND FAR BRETON,2.0,7.0,2
2021-01-04,GRAND FAR BRETON,1.0,7.0,1
2021-01-09,GRAND FAR BRETON,1.0,7.0,1
2021-01-22,GRAND FAR BRETON,1.0,7.0,1
2021-01-24,GRAND FAR BRETON,2.0,7.0,2
2021-01-28,GRAND FAR BRETON,1.0,7.0,1
2021-01-30,GRAND FAR BRETON,2.0,7.0,2
2021-02-06,GRAND FAR BRETON,5.0,7.0,3
2021-02-11,GRAND FAR BRETON,1.0,7.0,1
2021-02-12,GRAND FAR BRETON,1.0,7.0,1
2021-02-13,GRAND FAR BRETON,4.0,7.0,2
2021-02-14,GRAND FAR BRETON,2.0,7.0,2
2021-02-15,GRAND FAR BRETON,1.0,7.0,1
2021-02-18,GRAND FAR BRETON,1.0,7.0,1
2021-02-19,GRAND FAR BRETON,2.0,7.0,2
2021-02-20,GRAND FAR BRETON,3.0,7.0,3
2021-02-21,GRAND FAR BRETON,6.0,7.0,6
2021-02-23,GRAND FAR BRETON,4.0,7.0,4
2021-02-25,GRAND FAR BRETON,2.0,7.0,2
2021-02-26,GRAND FAR BRETON,3.0,7.0,3
2021-02-27,GRAND FAR BRETON,4.0,7.0,4
2021-02-28,GRAND FAR BRETON,5.0,7.0,4
2021-03-01,GRAND FAR BRETON,1.0,7.0,1
2021-03-02,GRAND FAR BRETON,1.0,7.0,1
2021-03-04,GRAND FAR BRETON,1.0,7.0,1
2021-03-05,GRAND FAR BRETON,4.0,7.0,4
2021-03-06,GRAND FAR BRETON,4.0,7.0,4
2021-03-07,GRAND FAR BRETON,3.0,7.0,3
2021-03-08,GRAND FAR BRETON,2.0,7.0,2
2021-03-09,GRAND FAR BRETON,1.0,7.0,1
2021-03-11,GRAND FAR BRETON,1.0,7.0,1
2021-03-12,GRAND FAR BRETON,2.0,7.0,2
2021-03-13,GRAND FAR BRETON,1.0,7.0,1
2021-03-14,GRAND FAR BRETON,2.0,7.0,2
2021-03-15,GRAND FAR BRETON,3.0,7.0,3
2021-03-16,GRAND FAR BRETON,1.0,7.0,1
2021-03-18,GRAND FAR BRETON,1.0,7.0,1
2021-03-19,GRAND FAR BRETON,1.0,7.0,1
2021-03-20,GRAND FAR BRETON,2.0,7.0,2
2021-03-21,GRAND FAR BRETON,4.0,7.0,4
2021-03-22,GRAND FAR BRETON,1.0,7.0,1
2021-03-26,GRAND FAR BRETON,1.0,7.0,1
2021-03-27,GRAND FAR BRETON,2.0,7.0,2
